1,0.05
2,0.05
3,7.2
4,3.55
5,11.85
6,52.5
7,138.75
8,379.75
9,931
10,2386.9
11,5837.4
12,11383.6
13,31018.6
14,170441
15,488073
16,1.43605e+06
