1,0.05
2,0.3
3,8.05
4,6.85
5,16.65
6,57.9
7,117.05
8,321.8
9,874.75
10,2671.9
11,5544.6
12,10886.4
13,30583.2
14,178995
15,539621
16,1.4694e+06
